,index,metric,dataset_name,target
635,635,MACRO_F1,CHD_49,2
636,636,MACRO_F1,flags,1
637,637,MACRO_F1,proteins_virus,2
638,638,MACRO_F1,VirusGO,2
639,639,MACRO_F1,GnegativePseACC,2
640,640,LABEL_RANKING_LOSS,medical,1
641,641,LABEL_RANKING_LOSS,birds,0
642,642,LABEL_RANKING_LOSS,proteins_plant,2
643,643,LABEL_RANKING_LOSS,emotions,0
644,644,LABEL_RANKING_LOSS,enron,2
645,645,LABEL_RANKING_LOSS,foodtruck,0
646,646,LABEL_RANKING_LOSS,delicious,2
647,647,LABEL_RANKING_LOSS,scene,1
648,648,LABEL_RANKING_LOSS,HumanPseAAC,0
649,649,LABEL_RANKING_LOSS,ABPM,2
650,650,LABEL_RANKING_LOSS,corel5k,2
651,651,LABEL_RANKING_LOSS,yeast,1
652,652,LABEL_RANKING_LOSS,HumanGO,0
653,653,LABEL_RANKING_LOSS,GpositivePseAAC,0
654,654,LABEL_RANKING_LOSS,cal500,0
655,655,LABEL_RANKING_LOSS,stackex_cs,2
656,656,LABEL_RANKING_LOSS,ohsumed,1
657,657,LABEL_RANKING_LOSS,Virus_PseAAC,0
658,658,LABEL_RANKING_LOSS,ng20,1
659,659,LABEL_RANKING_LOSS,Arabic200,2
660,660,LABEL_RANKING_LOSS,genbase,0
661,661,LABEL_RANKING_LOSS,stackex_chess,2
662,662,LABEL_RANKING_LOSS,GpositiveGO,2
663,663,LABEL_RANKING_LOSS,PlantGO,2
664,664,LABEL_RANKING_LOSS,GnegativeGO,2
665,665,LABEL_RANKING_LOSS,bibtex,1
666,666,LABEL_RANKING_LOSS,slashdot,1
667,667,LABEL_RANKING_LOSS,tmc2007_500,1
668,668,LABEL_RANKING_LOSS,langlog,1
669,669,LABEL_RANKING_LOSS,stackex_philosophy,2
670,670,LABEL_RANKING_LOSS,reutersk500,2
671,671,LABEL_RANKING_LOSS,proteins_human,2
672,672,LABEL_RANKING_LOSS,Water_quality,1
673,673,LABEL_RANKING_LOSS,PlantPseAAC,0
674,674,LABEL_RANKING_LOSS,Yelp,1
675,675,LABEL_RANKING_LOSS,CHD_49,1
676,676,LABEL_RANKING_LOSS,flags,0
677,677,LABEL_RANKING_LOSS,proteins_virus,2
678,678,LABEL_RANKING_LOSS,VirusGO,2
679,679,LABEL_RANKING_LOSS,GnegativePseACC,0
680,680,LABEL_RANKING_AVERAGE_PRECISION,medical,2
681,681,LABEL_RANKING_AVERAGE_PRECISION,birds,1
682,682,LABEL_RANKING_AVERAGE_PRECISION,proteins_plant,2
683,683,LABEL_RANKING_AVERAGE_PRECISION,emotions,1
684,684,LABEL_RANKING_AVERAGE_PRECISION,enron,1
685,685,LABEL_RANKING_AVERAGE_PRECISION,foodtruck,0
686,686,LABEL_RANKING_AVERAGE_PRECISION,delicious,1
687,687,LABEL_RANKING_AVERAGE_PRECISION,scene,1
688,688,LABEL_RANKING_AVERAGE_PRECISION,HumanPseAAC,1
689,689,LABEL_RANKING_AVERAGE_PRECISION,ABPM,2
690,690,LABEL_RANKING_AVERAGE_PRECISION,corel5k,1
691,691,LABEL_RANKING_AVERAGE_PRECISION,yeast,1
692,692,LABEL_RANKING_AVERAGE_PRECISION,HumanGO,0
693,693,LABEL_RANKING_AVERAGE_PRECISION,GpositivePseAAC,0
694,694,LABEL_RANKING_AVERAGE_PRECISION,cal500,0
695,695,LABEL_RANKING_AVERAGE_PRECISION,stackex_cs,1
696,696,LABEL_RANKING_AVERAGE_PRECISION,ohsumed,1
697,697,LABEL_RANKING_AVERAGE_PRECISION,Virus_PseAAC,1
698,698,LABEL_RANKING_AVERAGE_PRECISION,ng20,1
699,699,LABEL_RANKING_AVERAGE_PRECISION,Arabic200,1
700,700,LABEL_RANKING_AVERAGE_PRECISION,genbase,0
701,701,LABEL_RANKING_AVERAGE_PRECISION,stackex_chess,2
702,702,LABEL_RANKING_AVERAGE_PRECISION,GpositiveGO,2
703,703,LABEL_RANKING_AVERAGE_PRECISION,PlantGO,2
704,704,LABEL_RANKING_AVERAGE_PRECISION,GnegativeGO,2
705,705,LABEL_RANKING_AVERAGE_PRECISION,bibtex,1
706,706,LABEL_RANKING_AVERAGE_PRECISION,slashdot,1
707,707,LABEL_RANKING_AVERAGE_PRECISION,tmc2007_500,1
708,708,LABEL_RANKING_AVERAGE_PRECISION,langlog,1
709,709,LABEL_RANKING_AVERAGE_PRECISION,stackex_philosophy,2
710,710,LABEL_RANKING_AVERAGE_PRECISION,reutersk500,1
711,711,LABEL_RANKING_AVERAGE_PRECISION,proteins_human,2
712,712,LABEL_RANKING_AVERAGE_PRECISION,Water_quality,1
713,713,LABEL_RANKING_AVERAGE_PRECISION,PlantPseAAC,1
714,714,LABEL_RANKING_AVERAGE_PRECISION,Yelp,1
715,715,LABEL_RANKING_AVERAGE_PRECISION,CHD_49,1
716,716,LABEL_RANKING_AVERAGE_PRECISION,flags,0
717,717,LABEL_RANKING_AVERAGE_PRECISION,proteins_virus,2
718,718,LABEL_RANKING_AVERAGE_PRECISION,VirusGO,2
719,719,LABEL_RANKING_AVERAGE_PRECISION,GnegativePseACC,1
